date,bitcoin,litecoin,ethereum,monero
1500940800000,2563.75,42.28,206.81,40.91
1501027200000,2507.39,41.8,200.33,46.03
1501113600000,2649.44,42.01,203.19,45.15
1501200000000,2798.83,40.61,192.59,43.86
1501286400000,2720.1,41.09,205.51,43.89
1501372800000,2740.32,40.34,197.2,39.72
1501459200000,2871.37,43.26,203.29,40.14
1501545600000,2737.76,43.09,227.08,44.36
1501632000000,2697.85,41.97,219.06,43.62
1501718400000,2777.37,42.75,224.87,43.45
1501804800000,2845.9,43.41,221.67,45.18
1501891200000,3237.07,46.81,253.16,48.39
1501977600000,3189.73,45.05,263.22,47.45
1502064000000,3356.71,45.62,268.5,49.6
1502150400000,3410.45,48.68,295.15,51.83
1502236800000,3330.9,48.11,297.07,50.83
1502323200000,3367.91,46.45,296.78,48.95
1502409600000,3562.59,46.51,306.83,49.95
1502496000000,3800.14,46.05,308.63,48.71
1502582400000,4023.25,45.5,297.16,47.44
1502668800000,4175.7,45.18,296.4,48.42
1502755200000,4149.31,43.18,288.45,48.57
1502841600000,4262.56,43.86,300.04,47.55
1502928000000,4286.92,43.83,300.57,47.93
1503014400000,4097.69,46.03,296.11,46.65
1503100800000,4115.21,45.92,296.62,55.03
1503187200000,4001.23,46.31,295.17,54.18
1503273600000,3935.23,47.63,322.2,76.39
1503360000000,4008.42,46.27,312.17,89.31
1503446400000,4069.08,53.34,316.79,89.13
1503532800000,4167.29,49.37,321.79,83.75
1503619200000,4199.89,50.59,329.03,104.76
1503705600000,4123.51,51.06,329.87,131.41
1503792000000,4116.47,60.57,343.34,125.48
1503878400000,4216.24,61.78,344.2,141.12
1503964800000,4394.06,62.59,366.81,128.53
1504051200000,4553.81,64.71,378.91,134.32
1504137600000,4702.94,72.07,382.93,140.7
1504224000000,4863.19,85.75,386.34,141.71
1504310400000,4556.6,78.6,346.4,123.15
1504396800000,4632.46,78.61,349.93,127.24
1504483200000,4317.19,67.71,299.72,107.98
1504569600000,4447.88,73.18,318.97,120.32
1504656000000,4592.25,80.33,333.21,123.33
1504742400000,4584.82,79.07,329.42,121.56
1504828800000,4285.21,72.45,304.48,117.27
1504915200000,4245.61,69.89,299.69,114.62
1505001600000,4132.66,65.73,292.78,110.99
1505088000000,4164.98,67.48,296.48,111.65
1505174400000,4130.96,64.74,290.59,111.26
1505260800000,3883.65,61.91,277.33,110.84
1505347200000,3100.67,41.98,214.31,84.39
1505433600000,3587.94,48.41,246.92,97.68
1505520000000,3606.28,48.64,244.81,94.75
1505606400000,3553.43,48.73,249.67,92.44
1505692800000,4012.29,53.67,287.96,100.83
1505779200000,3898.93,51.95,280.45,98.11
1505865600000,3858.02,50.28,279.42,94.89
1505952000000,3628.06,46.31,257.47,86.31
1506038400000,3622.18,47.67,263.47,88.36
1506124800000,3763.41,48.62,283.22,91.54
1506211200000,3672.31,47.01,280.68,89.46
1506297600000,3866.71,50.76,288.09,92.68
1506384000000,3852.94,51.22,283.93,92.7
1506470400000,4134.21,55.25,302.15,100.53
1506556800000,4134.88,53.23,294.31,96.33
1506643200000,4130.42,51.79,288.11,93.96
1506729600000,4297.79,54.38,297.27,95.06
1506816000000,4347.58,53.99,299.67,92.99
1506902400000,4383.33,53.16,295.84,91.33
1506988800000,4319.07,52.07,292.21,93.17
1507075200000,4231.46,51.4,293.04,90.54
1507161600000,4290.38,51.4,293.72,91.27
1507248000000,4347.55,51.92,307.71,90.63
1507334400000,4405.02,52.21,309.6,91.21
1507420800000,4562.32,52.95,307.06,89.37
1507507200000,4758.72,49.72,295.9,85.39
1507593600000,4769.48,50.57,299.92,86.89
1507680000000,4807.93,50.71,303.25,87.29
1507766400000,5331.62,59.33,302.02,86.15
1507852800000,5610.49,59.21,337.95,94.65
1507939200000,5679.22,63.91,335.34,99.79
1508025600000,5684.05,65.3,335.39,94.71
1508112000000,5728.93,64.5,331.97,95.17
1508198400000,5643.86,59.83,317.9,91.73
1508284800000,5592.78,60.8,314.46,89.68
1508371200000,5696.38,59.81,308.47,88.8
1508457600000,5952.77,59.97,302.36,89.7
1508544000000,6043.97,58.08,300.69,88.14
1508630400000,6003.46,56.55,295.49,86.68
1508716800000,5959.98,54.88,289.41,85.92
1508803200000,5550.08,55.84,298.76,88.8
1508889600000,5704.87,56.26,298.48,87.9
1508976000000,5883.05,55.73,295.71,87.89
1509062400000,5775.52,55.26,297.93,86.98
1509148800000,5734.31,54.43,296.46,86.06
1509235200000,6123.55,56.85,303.74,88.2
1509321600000,6104.39,56.14,306.25,88.41
1509408000000,6368.65,54.95,303.54,86.93
1509494400000,6714.79,53.18,292.33,85.53
1509580800000,7059.79,54.85,287.07,83.54
1509667200000,7234.74,56.21,305.84,88.17
1509753600000,7390.54,55.04,299.95,87.18
1509840000000,7416.27,54.96,297.52,86.76
1509926400000,7103.05,55.48,301.37,103.77
1510012800000,7166.74,61.47,295.24,100.92
1510099200000,7461.82,62.52,308.93,113.68
1510185600000,7186.29,64.54,322.33,121.14
1510272000000,6656.84,59.37,301.35,106.17
1510358400000,6365.4,62.61,316.26,119.32
1510444800000,5866.51,58.92,314.17,119.2
1510531200000,6423.09,61.16,315.34,123.19
1510617600000,6652.22,63.34,338.94,122.36
1510704000000,7297.67,63.89,334.29,121.82
1510790400000,7814.94,71.43,330.02,119.99
1510876800000,7783.54,67.91,333.35,126.38
1510963200000,7827.63,69.8,348.75,131.24
1511049600000,8011.15,71.45,353.44,129.11
1511136000000,8220.51,72.27,365.79,135.98
1511222400000,8114.13,70.02,361.06,141.93
1511308800000,8257.12,71.98,379.41,166.63
1511395200000,8117.66,73.97,412.56,160.98
1511481600000,8278.13,77.82,475.0,160.96
1511568000000,8743.16,89.49,467.45,169.13
1511654400000,9342.99,86.68,469.0,164.19
1511740800000,9831.4,92.0,484.36,173.45
1511827200000,10257.07,97.47,474.18,199.98
1511913600000,9875.89,85.84,428.35,168.03
1512000000000,10406.19,90.52,454.16,182.02
1512086400000,10995.72,99.62,469.86,189.81
1512172800000,11162.55,101.34,469.86,200.83
1512259200000,11256.7,101.04,461.88,196.71
1512345600000,11634.98,103.46,472.25,207.47
1512432000000,12174.25,105.5,467.02,274.48
1512518400000,13876.47,97.67,448.33,275.09
1512604800000,18491.18,102.93,451.83,295.87
1512691200000,16908.0,126.39,467.88,280.53
1512777600000,15266.43,156.1,482.04,268.93
1512864000000,15808.51,151.32,446.69,252.12
1512950400000,17106.51,218.51,509.0,281.49
1513036800000,17249.92,320.91,661.84,307.54
1513123200000,16525.04,305.28,709.88,309.42
1513209600000,16865.36,277.66,704.62,332.03
1513296000000,17978.63,303.11,693.1,316.77
1513382400000,19665.39,300.81,702.24,329.56
1513468800000,19423.58,322.52,728.7,348.28
1513555200000,19188.05,360.66,798.12,378.47
1513641600000,18174.19,355.5,829.99,381.97
1513728000000,17059.89,310.15,813.4,483.35
1513814400000,16355.24,315.15,812.89,434.52
1513900800000,14084.82,261.53,669.28,348.18
1513987200000,15241.92,288.08,715.72,378.49
1514073600000,14451.11,278.46,686.21,350.45
1514160000000,14302.75,270.87,733.9,347.94
1514246400000,16616.68,294.99,774.11,378.05
1514332800000,16373.08,271.54,764.97,393.15
1514419200000,15067.9,254.04,736.84,369.39
1514505600000,15096.56,248.07,755.34,367.53
1514592000000,13620.36,223.4,736.91,329.56
1514678400000,14839.59,237.57,774.7,353.52
1514764800000,14093.61,230.46,776.08,357.18
1514851200000,15321.93,255.05,876.89,376.53
1514937600000,15583.89,248.04,963.06,395.26
1515024000000,15976.37,244.83,978.42,415.03
1515110400000,18336.92,254.14,1004.89,402.51
1515196800000,18343.66,289.93,1052.02,407.59
1515283200000,17039.87,278.98,1137.65,465.7
1515369600000,15900.37,263.75,1184.92,420.89
1515456000000,15604.72,258.72,1361.44,542.33
1515542400000,15509.27,253.79,1345.59,455.13
1515628800000,14050.57,233.34,1181.65,367.97
1515715200000,14759.29,246.19,1315.62,411.17
1515801600000,15193.31,268.37,1448.18,480.45
1515888000000,14476.59,247.8,1410.0,416.53
1515974400000,14412.0,241.15,1329.67,432.42
1516060800000,11723.91,189.47,1068.6,325.3
1516147200000,11415.39,188.94,1022.37,325.07
1516233600000,11569.42,194.76,1036.07,330.95
1516320000000,11758.47,194.58,1046.9,387.13
1516406400000,13260.27,214.41,1172.92,419.3
1516492800000,11703.5,191.59,1053.63,362.9
1516579200000,10991.6,179.92,1000.39,318.03
1516665600000,10894.0,178.04,991.67,309.33
1516752000000,11277.12,178.97,1056.88,323.69
1516838400000,11225.25,179.06,1059.32,317.15
1516924800000,11044.91,175.06,1048.8,324.62
1517011200000,11456.21,179.65,1095.78,326.9
1517097600000,11665.7,191.93,1237.32,329.95
1517184000000,11157.66,179.28,1169.63,315.82
1517270718718,11095.21,177.69,1161.91,314.38
1517356800000,9989.69,163.53,1058.1,273.61
1517443200000,10114.5,161.41,1106.14,270.24
1517529600000,9070.56,141.66,1021.27,241.3
1517616000000,8830.16,131.38,914.64,235.47
1517702400000,8994.91,154.26,941.8,246.86
1517788800000,8315.52,150.93,834.89,223.63
1517875200000,6852.05,122.64,684.31,179.28
1517961600000,7711.22,142.44,785.74,211.04
1518048328226,7611.61,137.92,751.89,208.4
1518134400000,8208.57,148.42,807.82,246.5
1518220800000,8650.72,161.69,871.33,256.41
1518307200000,8574.68,154.92,854.35,251.99
1518393600000,8168.64,151.26,817.29,232.74
1518480000000,8911.4,161.94,862.75,248.02
1518566400000,8518.27,157.89,833.78,233.76
1518652800000,9428.03,213.36,915.08,271.95
1518739200000,10112.58,222.37,928.29,303.98
1518825600000,10155.28,230.52,934.68,292.91
1518912000000,11006.65,228.95,964.28,324.64
1518998400000,10523.43,215.04,915.09,301.69
1519084800000,11103.09,221.24,928.29,315.75
1519171200000,11502.38,238.1,902.97,309.28
1519257600000,9973.59,195.01,809.13,283.38
1519344000000,10032.86,196.24,812.45,286.8
1519430400000,10301.88,210.59,864.67,286.97
1519516800000,9742.63,205.44,828.72,269.5
1519603200000,9699.52,220.45,842.63,279.72
1519689600000,10355.58,222.09,863.65,295.71
1519776000000,10709.39,216.56,869.26,303.51
1519862400000,10346.66,202.56,846.37,284.56
1519948800000,10859.55,208.07,855.68,310.93
1520035200000,11098.08,207.33,850.44,344.87
1520121600000,11356.04,208.9,844.26,354.15
1520208000000,11286.68,208.63,843.76,364.46
1520294400000,11526.42,209.13,840.15,374.38
1520380800000,10727.72,196.16,808.45,345.61
1520467200000,9999.68,186.47,752.59,340.53
1520553600000,9420.85,177.35,699.19,278.82
1520640000000,9276.34,187.87,710.89,279.18
1520726400000,8890.87,179.37,684.93,257.37
1520812800000,9512.46,187.46,713.2,280.9
1520899200000,9232.71,179.01,695.31,261.31
1520985600000,9216.53,175.52,684.64,251.25
1521072000000,8307.22,161.9,608.39,215.41
1521158400000,8359.37,165.9,612.44,215.87
1521244800000,8520.01,168.01,607.88,220.5
1521331200000,8063.41,155.75,560.11,200.93
1521417600000,8217.84,153.77,538.69,209.58
1521504000000,8640.52,161.21,555.08,217.04
1521590400000,8926.82,168.17,554.21,224.03
1521676800000,8970.32,169.03,561.15,219.76
1521763200000,8736.39,163.23,537.71,213.47
1521849600000,8824.59,167.66,538.11,214.41
1521936000000,8621.15,158.2,519.49,208.34
1522022400000,8478.64,158.86,519.38,212.27
1522108800000,8186.2,148.23,487.54,197.25
1522195200000,7836.76,135.59,449.05,189.05
1522281600000,7930.78,130.52,443.95,198.89
1522368000000,7126.9,114.32,385.33,177.15
1522454400000,6897.27,118.73,395.33,173.21
1522540800000,6975.28,116.2,395.8,180.19
1522627200000,6836.57,114.69,379.12,175.89
1522713600000,7080.42,118.65,384.83,177.98
1522800000000,7464.36,134.01,415.72,190.16
1522886400000,6845.32,118.25,380.28,170.79
1522972800000,6855.42,119.2,384.46,174.06
1523059200000,6628.75,112.22,369.91,162.03
1523145600000,6884.48,114.83,383.45,169.64
1523232000000,6984.81,116.0,396.98,173.3
1523318400000,6778.49,114.31,398.77,167.13
1523404800000,6829.32,113.22,412.69,165.8
1523491200000,6925.1,117.51,427.38,168.27
1523577600000,7836.4,128.13,488.61,190.37
1523664000000,7845.75,124.3,488.99,188.36
1523750400000,7897.72,124.17,495.11,188.6
1523836800000,8258.07,130.46,525.53,199.06
1523923200000,8031.0,127.47,507.11,193.84
1524009600000,7873.64,132.33,498.47,195.15
1524096000000,8097.42,138.7,517.37,227.67
1524182400000,8277.46,145.87,566.39,238.8
1524268800000,8499.45,151.27,590.27,253.75
1524355200000,8878.43,147.4,600.26,256.99
1524441600000,8769.01,145.51,617.2,271.23
1524528000000,8881.39,150.78,636.37,282.68
1524614400000,9716.49,165.08,705.03,295.73
1524700800000,8825.2,143.88,613.73,257.18
1524787200000,9221.87,152.47,657.06,267.71
1524873600000,8940.38,144.6,641.99,251.34
1524960000000,9249.66,149.85,672.6,259.13
1525046400000,9325.63,151.64,680.12,255.33
1525132800000,9198.19,146.73,662.73,240.88
1525219200000,9024.39,146.52,665.23,238.68
1525305600000,9122.65,149.15,676.55,247.78
1525392000000,9551.14,161.36,781.43,242.48
1525478400000,9634.54,167.61,777.91,240.82
1525564800000,9766.24,176.71,807.07,239.86
1525651200000,9583.87,170.8,785.89,235.0
1525737600000,9308.27,163.33,748.81,232.62
1525824000000,9149.52,157.86,744.32,222.33
1525910400000,9248.96,155.18,743.64,226.35
1525996800000,8969.94,146.71,717.41,216.36
1526083200000,8405.56,135.88,675.29,198.01
1526169600000,8480.58,141.34,683.17,202.24
1526256000000,8683.99,143.39,726.87,208.21
1526342400000,8696.97,147.39,727.8,214.28
1526428800000,8473.35,138.83,703.16,203.71
1526515200000,8343.13,138.22,702.45,199.47
1526601600000,8056.05,131.61,665.63,191.59
1526688000000,8202.83,134.7,686.21,204.11
1526774400000,8180.63,133.26,685.85,196.56
1526860800000,8443.26,137.41,703.81,202.2
1526947200000,8355.0,132.82,688.91,197.7
1527033600000,8009.3,127.33,641.1,176.39
1527120000000,7556.32,118.62,581.24,171.48
1527206400000,7563.44,121.8,597.85,171.52
1527292800000,7472.02,118.46,582.28,164.92
1527379200000,7328.87,117.3,580.48,164.13
1527465600000,7326.64,116.57,565.93,165.68
1527552000000,7111.07,110.38,511.62,149.48
1527638400000,7451.23,118.54,561.74,157.57
1527724800000,7380.85,116.59,555.35,154.57
1527811200000,7460.17,117.28,571.73,155.37
1527897600000,7487.08,118.91,573.83,157.11
1527984000000,7567.51,121.57,583.13,161.44
1528070400000,7639.88,123.27,609.29,168.07
1528156800000,7463.65,118.48,586.58,159.72
1528243200000,7569.01,120.41,600.68,166.41
1528329600000,7605.58,120.01,598.22,163.84
1528416000000,7613.78,119.76,595.13,162.86
1528502400000,7561.17,118.29,590.5,157.46
1528588800000,7415.0,115.15,581.12,153.36
1528675200000,6767.5,106.19,523.0,139.24
1528761600000,6880.13,106.59,529.13,137.98
1528848000000,6581.83,100.03,495.08,125.94
1528934400000,6334.1,93.6,474.86,121.36
1529020800000,6644.72,100.37,516.64,132.83
1529107200000,6406.81,95.24,485.43,122.47
1529193600000,6478.82,95.86,493.07,126.33
1529280000000,6418.85,94.26,491.4,122.99
1529366400000,6677.53,97.69,512.43,126.62
1529452800000,6708.68,97.98,532.0,125.66
1529539200000,6714.38,96.75,529.76,122.11
1529625600000,6690.83,95.89,520.67,123.01
1529712000000,6088.58,85.15,463.94,111.07
1529798400000,6169.44,82.83,472.98,115.62
1529884800000,6159.71,80.76,455.72,121.26
1529971200000,6241.85,81.48,458.93,126.72
1530057600000,6069.87,75.59,430.6,120.53
1530144000000,6117.04,79.97,437.88,128.44
1530230400000,5879.99,74.65,420.86,115.8
1530316800000,6182.26,78.42,432.51,126.59
1530403200000,6366.5,80.72,449.43,130.9
1530489600000,6312.88,79.18,447.68,128.55
1530576000000,6595.55,84.75,472.31,139.88
1530662400000,6497.61,84.53,459.7,138.3
1530748800000,6562.72,84.88,463.22,138.56
1530835200000,6537.74,82.94,466.88,138.41
1530921600000,6603.29,82.88,467.59,133.99
1531008000000,6759.84,84.5,481.52,134.31
1531094400000,6700.64,81.94,483.8,137.85
1531180800000,6648.26,80.15,469.7,135.33
1531267200000,6303.38,75.63,431.76,121.22
1531353600000,6373.23,77.81,443.03,124.72
1531440000000,6230.59,76.16,427.79,120.16
1531526400000,6248.4,76.37,431.27,122.15
1531612800000,6246.14,75.92,431.78,122.82
1531699200000,6349.7,77.78,446.61,123.66
1531785600000,6741.69,83.58,478.21,134.67
1531872000000,7303.37,88.62,497.18,143.65
1531958400000,7334.77,85.91,475.99,138.94
1532044800000,7442.8,85.64,464.79,139.71
1532131200000,7331.87,81.61,447.2,129.96
1532217600000,7379.14,83.06,458.08,131.81
1532304000000,7395.87,82.02,455.53,128.7
1532390400000,7705.0,81.63,447.92,133.49
1532476800000,8422.37,89.01,477.21,146.65
1532563200000,8144.55,86.24,468.74,142.38
1532649600000,7929.08,83.37,460.87,136.52
1532736000000,8145.33,84.04,467.96,140.28
1532822400000,8192.14,83.53,465.9,139.51
1532908800000,8197.59,83.78,466.42,135.2
1532995200000,8185.92,82.71,458.08,131.91
1533081600000,7738.25,78.75,432.35,122.29
1533168000000,7612.3,77.76,417.28,128.37
1533254400000,7540.63,76.09,410.93,122.54
1533340800000,7411.67,77.48,417.36,120.14
1533427200000,7009.01,73.08,406.88,113.85
1533513600000,7036.61,74.48,409.16,117.28
1533600000000,6926.12,73.55,404.82,113.59
1533686400000,6711.73,67.96,377.75,107.7
1533772800000,6259.53,62.03,353.65,94.27
1533859200000,6531.25,63.38,363.69,100.2
1533945600000,6166.59,59.04,332.49,91.39
1534032000000,6205.22,57.78,317.31,92.98
1534118400000,6318.41,59.35,317.96,93.31
1534204800000,6284.0,56.78,284.96,88.02
1534291200000,6212.23,54.18,277.75,84.14
1534377600000,6267.77,54.29,281.14,89.21
1534464000000,6309.39,55.2,286.32,90.94
1534550400000,6566.72,61.47,314.79,98.93
1534636800000,6382.06,57.03,293.18,98.0
1534723200000,6475.49,57.81,299.44,98.34
1534809600000,6242.88,53.76,271.06,93.95
1534896000000,6467.27,56.46,280.37,94.72
1534982400000,6336.66,55.33,269.25,89.82
1535068800000,6521.07,57.31,275.81,89.93
1535155200000,6684.38,57.85,281.73,93.64
1535241600000,6736.04,57.89,277.97,92.44
1535328000000,6728.29,56.96,273.5,95.08
1535414400000,6911.1,60.68,286.96,105.08
1535500800000,7075.98,63.36,296.3,107.73
1535587200000,7046.75,61.69,288.51,103.51
1535673600000,7024.15,60.18,285.1,102.67
1535760000000,7027.63,62.05,282.22,116.36
1535846400000,7211.27,66.47,295.65,121.82
1535932800000,7305.27,66.21,294.59,122.43
1536019200000,7260.9,65.38,288.85,135.56
1536105600000,7359.46,67.66,285.49,137.93
1536192000000,6764.93,59.02,232.6,115.42
1536278400000,6498.28,57.42,229.37,117.53
1536364800000,6397.82,55.76,215.43,111.47
1536451200000,6181.19,53.02,196.87,103.73
1536537600000,6260.76,54.79,195.88,105.5
1536624000000,6308.14,54.3,196.36,105.4
1536710400000,6278.92,51.74,184.08,105.42
1536796800000,6330.57,51.78,182.95,104.53
1536883200000,6486.46,54.57,211.83,112.11
1536969600000,6500.01,56.63,211.38,116.81
1537056000000,6530.22,56.71,223.05,119.37
1537142400000,6506.25,56.83,220.14,117.16
1537228800000,6250.12,52.24,196.58,107.21
1537315200000,6347.07,54.21,210.15,112.45
1537401600000,6383.75,54.19,209.14,109.58
1537488000000,6491.89,56.53,224.38,116.11
1537574400000,6753.83,60.81,247.41,123.74
1537660800000,6747.03,60.83,241.84,122.71
1537747200000,6711.03,61.57,244.78,122.76
1537833600000,6596.19,57.97,228.34,115.18
1537920000000,6441.31,57.76,219.5,116.49
1538006400000,6462.8,57.34,214.98,115.42
1538092800000,6704.7,63.31,229.22,119.52
1538179200000,6634.77,61.98,222.23,116.96
1538265600000,6606.07,61.59,231.74,114.83
1538352000000,6626.04,61.2,232.78,116.21
1538438400000,6598.84,60.39,231.14,114.62
1538524800000,6524.61,59.62,225.79,116.75
1538611200000,6499.26,57.56,220.47,114.84
1538697600000,6578.7,58.32,222.2,114.79
1538784000000,6621.19,58.87,228.04,115.11
1538870400000,6589.12,57.95,225.07,115.2
1538956800000,6584.83,58.29,225.66,113.58
1539043200000,6653.09,59.59,229.52,114.35
1539129600000,6633.75,58.84,227.97,113.72
1539216000000,6582.46,58.03,225.66,113.71
1539302400000,6234.37,51.3,192.0,102.32
1539388800000,6285.59,53.74,197.07,102.8
1539475200000,6314.88,53.93,201.05,104.71
1539561600000,6328.55,52.48,196.32,101.46
1539648000000,6659.88,55.68,212.2,106.41
1539734400000,6635.13,54.95,212.44,107.81
1539820800000,6635.74,54.77,211.08,108.39
1539907200000,6517.51,52.84,204.31,103.55
1539993600000,6483.83,53.41,203.98,105.09
1540080000000,6532.68,53.93,206.88,104.28
1540166400000,6529.67,53.25,206.31,104.67
1540252800000,6512.59,52.7,205.04,106.03
1540339200000,6472.8,52.71,204.08,107.43
1540425600000,6481.44,52.53,203.52,105.84
1540512000000,6458.19,52.29,202.35,105.63
1540598400000,6468.83,52.22,203.38,103.68
1540684800000,6457.06,51.92,203.19,102.84
1540771200000,6481.32,51.92,204.72,103.07
1540857600000,6292.65,48.84,195.75,99.49
1540944000000,6331.78,49.16,197.45,102.26
1541030400000,6366.72,49.86,198.64,103.16
1541116800000,6379.97,50.39,199.12,103.78
1541203200000,6425.44,51.74,202.28,106.61
1541289600000,6388.19,51.03,200.14,107.15
1541376000000,6351.06,53.33,206.81,112.86
1541462400000,6415.44,53.41,209.11,110.44
1541548800000,6474.85,55.83,219.16,112.97
1541635200000,6574.8,54.25,219.02,111.84
1541721600000,6490.45,52.68,213.41,109.69
1541808000000,6413.78,52.19,210.79,107.51
1541894400000,6429.9,52.38,212.97,105.93
1541980800000,6434.28,51.63,212.47,106.51
1542067200000,6411.35,50.95,211.66,105.87
1542153600000,6394.29,50.06,208.58,105.98
1542240000000,5788.61,44.16,184.02,93.92
1542326400000,5686.54,44.36,182.45,91.25
1542412800000,5609.96,42.56,176.02,89.49
1542499200000,5599.19,42.2,175.67,90.3
1542585600000,5638.86,42.37,177.73,89.66
1542672000000,4889.2,36.97,150.39,74.46
1542758400000,4450.71,33.18,131.48,67.59
1542844800000,4613.45,34.84,137.17,69.66
1542931200000,4307.39,31.99,126.07,66.05
1543017600000,4376.9,32.46,124.15,67.76
1543104000000,3895.84,29.47,114.29,59.83
1543190400000,4039.84,31.31,117.53,58.97
1543276800000,3811.92,29.9,109.43,54.47
1543363200000,3832.92,31.36,110.43,57.61
1543449600000,4267.24,34.7,122.45,63.64
1543536000000,4279.48,33.84,117.71,62.05
1543622400000,4009.69,32.01,113.4,58.81
1543708800000,4189.57,34.21,118.1,59.85
1543795200000,4124.59,33.56,115.94,59.87
1543881600000,3878.84,30.95,108.68,55.74
1543968000000,3943.69,31.04,109.85,57.74
1544054400000,3751.69,29.16,102.51,52.66
1544140800000,3466.76,26.56,91.1,46.39
1544227200000,3408.52,25.06,92.97,46.64
1544313600000,3424.71,24.38,90.68,45.55
1544400000000,3550.55,25.5,93.53,47.22
1544486400000,3433.81,24.16,89.85,44.12
1544572800000,3378.81,23.43,87.85,42.32
1544659200000,3438.1,24.15,89.38,43.77
1544745600000,3294.64,23.06,85.96,40.73
1544832000000,3216.63,23.36,83.79,38.62
1544918400000,3221.98,23.64,83.83,38.4
1545004800000,3217.05,25.39,84.47,38.87
1545091200000,3506.22,28.99,94.07,42.89
1545177600000,3655.78,29.88,100.05,45.43
1545264000000,3687.75,29.09,99.49,45.17
1545350400000,4065.1,32.17,114.43,53.68
1545436800000,3846.23,30.33,107.85,51.02
1545523200000,3960.57,31.33,115.05,51.06
1545609600000,3941.62,33.07,129.21,52.32
1545696000000,4021.99,32.92,138.96,55.51
1545782400000,3759.18,30.44,127.64,50.04
1545868800000,3781.61,30.3,129.51,48.67
1545955200000,3587.7,27.67,114.1,44.42
1546041600000,3854.42,31.63,134.02,49.2
1546128000000,3778.19,31.43,138.75,48.02
1546214400000,3809.73,31.32,137.63,48.13
1546300800000,3692.53,29.86,131.46,46.55
1546387200000,3794.26,31.42,138.14,48.09
1546473600000,3872.17,32.99,152.86,51.42
1546560000000,3776.53,31.44,146.73,49.81
1546646400000,3815.27,31.95,153.06,50.58
1546732800000,3787.31,34.31,153.65,50.29
1546819200000,4013.52,38.52,154.7,54.9
1546905600000,3989.67,37.47,149.9,53.08
1546992000000,3973.59,38.95,148.15,52.71
1547078400000,3982.23,38.48,148.74,51.82
1547164800000,3623.85,33.26,126.62,45.13
1547251200000,3632.85,31.61,124.63,45.76
1547337600000,3598.44,31.8,123.76,44.64
1547424000000,3495.83,29.65,114.77,42.94
1547510400000,3648.05,31.74,127.41,45.33
1547596800000,3567.8,30.85,119.81,44.65
1547683200000,3597.65,31.39,122.25,45.95
1547769600000,3620.98,31.43,121.93,45.0
1547856000000,3597.79,30.77,119.17,44.44
1547942400000,3674.59,32.07,122.93,45.43
1548028800000,3539.17,30.61,117.61,43.61
1548115200000,3531.0,30.88,115.83,43.65
1548201600000,3571.27,31.43,117.82,45.25
1548288000000,3555.7,31.68,116.42,44.53
1548374400000,3565.64,32.49,116.25,45.06
1548460800000,3564.82,32.68,115.15,46.03
1548547200000,3563.61,32.88,115.34,45.11
1548633600000,3553.12,32.33,112.51,46.11
1548720000000,3432.22,30.93,105.35,43.1
1548806400000,3413.38,30.83,104.6,42.78
1548892800000,3457.88,31.78,108.27,43.6
1548979200000,3431.94,31.33,106.34,43.04
1549065600000,3464.49,32.83,107.01,42.82
1549152000000,3486.58,33.77,108.78,42.31
1549238400000,3454.03,33.53,107.2,42.5
1549324800000,3464.0,34.13,107.62,42.79
1549411200000,3469.89,34.31,107.32,42.84
1549497600000,3405.84,32.87,104.62,42.89
1549584000000,3394.01,33.16,104.27,42.9
1549670400000,3664.28,43.09,119.33,47.58
1549756800000,3667.41,44.75,119.49,48.36
1549843200000,3675.69,46.79,124.89,48.9
1549929600000,3631.44,42.92,120.97,46.98
1550016000000,3633.97,44.09,122.54,48.05
1550102400000,3610.06,41.63,122.09,48.56
1550188800000,3589.66,41.38,120.59,46.27
1550275200000,3601.23,42.44,121.57,46.67
1550361600000,3622.59,43.53,122.94,46.56
1550448000000,3665.08,43.83,133.88,47.38
1550534400000,3886.52,47.65,145.33,51.07
1550620800000,3915.01,47.32,143.66,50.92
1550707200000,3976.81,51.54,148.87,51.46
1550793600000,3934.81,48.78,145.3,49.1
1550880000000,3973.64,49.42,148.04,50.93
1550966400000,4115.34,51.33,157.68,52.24
1551052800000,3742.87,43.95,134.32,47.24
1551139200000,3824.68,45.43,137.82,48.09
1551225600000,3809.21,44.81,136.0,47.88
1551312000000,3813.38,45.08,134.85,48.55
1551398400000,3815.61,45.76,135.49,47.42
1551484800000,3815.75,47.19,134.95,47.92
1551571200000,3819.65,48.46,132.41,47.99
1551657600000,3806.95,47.83,130.54,48.31
1551744000000,3712.81,45.74,125.62,46.7
1551830400000,3852.46,52.53,136.55,48.39
1551916800000,3860.51,55.44,137.33,48.69
1552003200000,3871.64,56.72,136.79,49.09
1552089600000,3861.88,55.62,133.54,48.11
1552176000000,3941.6,57.64,137.2,49.58
1552262400000,3923.56,56.83,135.62,48.62
1552348800000,3860.36,54.81,132.39,48.74
1552435200000,3876.48,56.55,133.29,49.6
1552521600000,3865.82,55.37,131.67,49.97
1552608000000,3876.7,55.9,132.15,50.46
1552694400000,3925.46,58.48,136.45,52.02
1552780800000,4007.71,61.2,141.09,53.08
1552867200000,3980.99,60.48,138.55,51.72
1552953600000,3986.71,59.24,137.66,51.71
1553040000000,4013.58,59.43,138.52,52.67
1553126400000,4045.57,60.28,139.08,54.49
1553212800000,3983.32,58.66,135.06,52.3
