date,bitcoin,litecoin,ethereum,monero
1605744000000,17829.93,73.79,479.44,118.41
1605830400000,17819.76,81.32,471.32,120.75
1605916800000,18628.81,82.64,508.79,128.03
1606003200000,18689.53,86.89,548.84,123.57
1606089600000,18390.61,82.86,560.51,129.77
1606176000000,18360.69,88.65,608.27,134.86
1606262400000,19091.52,89.06,602.67,128.1
1606348800000,18753.29,81.62,568.28,119.45
1606435200000,17138.03,70.86,518.47,117.31
1606521600000,17140.28,69.16,517.55,121.86
1606608000000,17718.97,72.65,537.39,123.87
1606694400000,18169.95,79.12,574.75,129.4
1606780800000,19609.52,87.39,612.26,126.3
1606867200000,18857.42,85.53,589.58,127.94
1606953600000,19208.4,89.14,598.76,132.78
1607040000000,19435.2,88.86,616.51,127.1
1607126400000,18711.23,80.01,571.19,133.43
1607212800000,19139.11,82.99,595.92,134.4
1607299200000,19325.55,83.43,601.97,138.94
1607385600000,19198.81,83.62,592.39,135.87
1607472000000,18336.51,76.82,554.33,132.97
1607558400000,18564.99,77.48,573.9,134.14
1607644800000,18262.06,75.03,560.45,141.65
1607731200000,18058.03,72.1,545.98,146.7
1607817600000,18807.1,76.7,568.36,151.81
1607904000000,19151.13,82.07,590.32,152.39
1607990400000,19259.97,82.31,585.54,151.0
1608076800000,19432.36,81.37,589.07,158.67
1608163200000,21317.66,92.66,635.96,160.66
1608249600000,22805.66,101.87,644.07,154.71
1608336000000,23120.57,109.01,654.42,154.81
1608422400000,23863.85,120.64,659.32,152.45
1608508800000,23518.32,114.95,639.52,146.13
1608595200000,22840.99,104.91,610.43,156.58
1608681600000,23794.79,114.16,634.98,151.53
1608768000000,23308.13,102.8,587.96,156.95
1608854400000,23760.29,111.67,612.88,159.37
1608940800000,24671.11,126.98,626.46,168.21
1609027200000,26476.13,129.76,636.74,157.48
1609113600000,26423.23,127.9,689.66,166.77
1609200000000,27125.38,130.64,732.96,162.04
1609286400000,27424.54,129.63,735.59,159.57
1609372800000,28837.29,129.24,752.86,156.72
1609459200000,29022.42,124.8,738.62,136.0
1609545600000,29352.13,125.98,730.15,143.48
1609632000000,32163.82,137.7,777.7,137.99
1609718400000,33008.23,159.5,967.0,130.88
1609804800000,31515.58,152.07,1025.65,136.97
1609891200000,34082.21,159.06,1103.36,142.31
1609977600000,36933.52,169.28,1208.58,143.32
1610064000000,39547.08,170.37,1229.47,142.53
1610150400000,40815.96,173.14,1223.73,147.78
1610236800000,40296.53,177.89,1282.98,186.55
1610323200000,38397.9,171.36,1267.73,159.34
1610409600000,35669.91,139.7,1092.91,157.72
1610496000000,33938.34,133.0,1045.41,172.09
1610582400000,37456.01,147.52,1132.02,163.78
1610668800000,39232.75,152.22,1216.91,157.39
1610755200000,36787.52,143.88,1171.86,156.11
1610841600000,36254.71,144.27,1234.63,159.41
1610928000000,35804.26,142.33,1229.38,156.39
1611014400000,36595.46,152.06,1255.98,157.29
1611100800000,36104.86,153.43,1383.48,153.4
1611187200000,35587.49,149.86,1385.85,130.69
1611273600000,30913.7,130.16,1122.91,136.18
1611360000000,32957.91,137.95,1236.68,138.71
1611446400000,32068.09,137.74,1231.18,137.9
1611532800000,32273.52,141.74,1392.54,137.53
1611619200000,32375.32,137.36,1323.43,137.89
1611705600000,32582.11,134.73,1355.23,125.84
1611792000000,30445.53,122.81,1253.14,135.44
1611878400000,33128.35,133.5,1328.77,140.35
1611964800000,34150.82,134.68,1380.28,138.9
1612051200000,34199.52,132.99,1372.43,137.96
1612137600000,33064.79,129.88,1317.05,143.34
1612224000000,33405.99,132.08,1368.66,151.14
1612310400000,35485.99,142.32,1514.23,154.74
1612396800000,37494.72,155.66,1661.0,148.3
1612483200000,36816.51,144.9,1587.8,154.48
1612569600000,38007.83,154.64,1724.86,152.43
1612656000000,39279.41,155.63,1683.94,150.07
1612742400000,38833.34,150.66,1608.64,162.75
1612828800000,46307.57,167.77,1751.0,169.02
1612915200000,46569.56,181.3,1769.05,175.33
1613001600000,44848.69,181.73,1739.16,190.0
1613088000000,47815.96,184.72,1782.51,201.22
1613174400000,47414.19,197.28,1841.2,239.78
1613260800000,46941.29,225.74,1810.84,230.52
1613347200000,48607.87,215.02,1804.98,227.38
1613433600000,47898.49,207.45,1775.76,221.37
1613520000000,49238.14,210.43,1782.58,272.08
1613606400000,52143.68,236.55,1845.57,262.04
1613692800000,51733.08,227.34,1938.57,284.11
1613779200000,56038.73,238.1,1969.98,257.69
1613865600000,56377.63,228.52,1929.37,249.07
1613952000000,57669.3,227.93,1941.43,225.9
1614038400000,54410.86,208.88,1788.62,219.24
1614124800000,48691.89,176.21,1563.92,206.56
1614211200000,49849.38,182.25,1628.39,196.92
1614297600000,46992.67,179.78,1468.86,204.93
1614384000000,46551.49,170.9,1450.99,211.02
1614470400000,46653.53,173.28,1480.13,217.58
1614556800000,44970.16,164.37,1416.66,230.11
1614643200000,49787.34,176.3,1570.4,220.92
1614729600000,48532.24,178.28,1497.09,220.33
1614816000000,50577.46,188.98,1579.43,218.25
1614902400000,48727.45,181.87,1546.5,206.89
1614988800000,49091.81,181.26,1539.05,205.1
1615075200000,49019.37,183.24,1661.93,209.09
1615161600000,51313.09,191.31,1727.46,221.07
1615248000000,52328.54,192.64,1837.53,225.32
1615334400000,54700.27,204.05,1869.33,220.53
1615420800000,56020.49,200.37,1802.31,221.27
1615507200000,57788.87,201.23,1826.06,222.53
1615593600000,57353.86,220.96,1770.94,238.46
1615680000000,61315.2,226.82,1927.72,235.16
1615766400000,59428.97,217.06,1866.07,222.0
1615852800000,55805.33,200.92,1791.05,229.94
1615939200000,56830.25,201.1,1808.55,237.36
1616025600000,59014.93,206.7,1828.75,229.31
1616112000000,57922.41,200.85,1780.16,232.81
1616198400000,58243.27,200.94,1817.13,232.77
1616284800000,58376.16,200.37,1817.86,232.55
1616371200000,57573.54,195.88,1790.38,217.97
1616457600000,54370.14,187.15,1686.89,218.66
1616544000000,54584.87,186.59,1673.86,211.23
1616630400000,52526.87,176.86,1581.63,215.0
1616716800000,51416.91,171.65,1587.3,221.74
1616803200000,55033.1,183.45,1700.37,221.22
1616889600000,55832.42,184.12,1713.84,231.89
1616976000000,55728.1,184.17,1689.04,234.12
1617062400000,57634.93,193.86,1817.63,243.73
1617148800000,58668.63,195.73,1840.29,246.69
1617235200000,58817.37,196.51,1915.83,249.6
1617321600000,58801.19,202.74,1970.47,256.93
1617408000000,59060.03,211.86,2134.1,257.05
1617494400000,57060.41,195.72,2016.67,264.01
1617580800000,58228.8,202.58,2077.76,264.69
1617667200000,58706.82,220.12,2097.8,270.88
1617753600000,58062.18,237.56,2115.06,259.08
1617840000000,56134.42,220.27,1989.15,269.49
1617926400000,58065.64,226.42,2081.35,274.33
1618012800000,58152.99,221.17,2069.67,293.12
1618099200000,59979.39,252.6,2142.8,326.82
1618185600000,59988.02,253.02,2150.27,316.15
1618272000000,59911.02,244.72,2142.48,328.25
1618358400000,63576.68,266.27,2304.34,320.54
1618444800000,62807.12,278.65,2429.66,343.24
1618531200000,63179.77,286.45,2514.17,341.28
1618617600000,61497.3,310.73,2424.55,369.24
